GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ
416,Kingston - Greenwood,19.9,720.0,64.3,195.0,245.0,45.0,100.0,20.0,3250.0,355.0,8051.0,41015.0,375.0,200.0,1170.0,20.0,0.0,56.2,335.0,12.25,1725.0,70.0,30488.0,7050.0,34484.0,435.0,3585.0,62.6,561.6,6840.0,6879.0,2050.0,13.6,1050.0,2840.0,5355.0,3540.0,5355.0,155.0,10.3,15.0,50.0,475.0,0416,2016S05100416,12,Nova Scotia,Kingston - Greenwood,,2.9,5.3,00000
418,Kirkland Lake,14.6,385.0,63.3,210.0,135.0,175.0,115.0,25.0,2770.0,345.0,10331.0,42189.0,255.0,150.0,1085.0,10.0,10.0,50.8,365.0,4.17,1730.0,40.0,27405.0,9975.0,29397.0,610.0,3790.0,55.1,1513.0,6583.0,6305.0,1825.0,23.1,825.0,2540.0,5115.0,3260.0,5120.0,200.0,7.8,40.0,50.0,350.0,0418,2016S05100418,35,Ontario,Kirkland Lake,,5.0,6.9,00000
419,Kitchener,17.4,97220.0,68.4,14055.0,34795.0,12060.0,15770.0,1440.0,255280.0,16595.0,6951.0,45911.0,48525.0,8735.0,64260.0,1655.0,3905.0,63.7,21040.0,269.23,68295.0,16570.0,31805.0,3368.0,35041.0,27835.0,257190.0,68.2,1745.8,446295.0,470015.0,160590.0,12.8,66775.0,228145.0,381645.0,255205.0,381645.0,7865.0,6.7,4495.0,4585.0,75150.0,0419,2016S05100419,35,Ontario,Kitchener,,3.6,4.4,00000
420,Kitimat,16.0,670.0,68.0,130.0,80.0,60.0,55.0,20.0,3215.0,500.0,9093.0,54200.0,285.0,365.0,860.0,0.0,10.0,55.1,235.0,4.25,1930.0,95.0,38981.0,7350.0,45069.0,465.0,3355.0,63.1,1505.9,6633.0,6394.0,1890.0,9.2,1195.0,2795.0,5200.0,3545.0,5200.0,135.0,12.8,30.0,110.0,420.0,0420,2016S05100420,59,British Columbia,Kitimat,,4.9,5.2,00000
423,L'Assomption,18.1,2340.0,66.3,655.0,1630.0,845.0,1130.0,30.0,8525.0,2120.0,8662.0,43166.0,1150.0,655.0,1675.0,25.0,15.0,65.2,800.0,8.72,1805.0,195.0,32222.0,7280.0,36790.0,1110.0,9065.0,69.3,1823.5,15154.0,15906.0,5705.0,9.9,1760.0,7750.0,12595.0,8570.0,12590.0,1470.0,6.0,85.0,425.0,1480.0,0423,2016S05100423,24,Quebec,L'Assomption,,3.2,2.6,00000
424,L'Épiphanie,21.0,1055.0,65.8,240.0,865.0,410.0,505.0,10.0,3680.0,1130.0,8722.0,38507.0,325.0,315.0,645.0,15.0,0.0,64.2,315.0,9.72,580.0,45.0,29485.0,7431.0,32889.0,800.0,4150.0,68.1,743.7,7090.0,7225.0,2305.0,15.4,780.0,3420.0,5515.0,3890.0,5515.0,815.0,5.7,20.0,120.0,410.0,0424,2016S05100424,24,Quebec,L'Épiphanie,,3.4,3.2,00000
427,L'Orignal,14.8,140.0,60.0,70.0,60.0,35.0,105.0,5.0,715.0,85.0,9094.0,49140.0,120.0,25.0,155.0,0.0,0.0,57.7,75.0,2.71,335.0,20.0,32320.0,8469.0,36169.0,85.0,840.0,60.6,534.8,1403.0,1450.0,450.0,14.1,245.0,675.0,1205.0,775.0,1200.0,60.0,4.8,20.0,40.0,170.0,0427,2016S05100427,35,Ontario,L'Orignal,,6.1,6.7,00000
430,La Malbaie,11.9,210.0,60.4,150.0,55.0,45.0,35.0,5.0,1555.0,410.0,10500.0,33725.0,165.0,65.0,345.0,10.0,10.0,47.2,175.0,3.94,1010.0,30.0,25947.0,9940.0,28120.0,290.0,2480.0,53.0,893.7,3868.0,3520.0,1060.0,19.4,390.0,1350.0,3020.0,1735.0,3020.0,350.0,10.6,10.0,75.0,230.0,0430,2016S05100430,24,Quebec,La Malbaie,,3.8,3.8,00000
432,La Pocatière,13.6,315.0,58.9,200.0,80.0,75.0,30.0,20.0,1770.0,395.0,9194.0,36181.0,240.0,85.0,460.0,25.0,10.0,53.9,205.0,5.09,1080.0,70.0,28237.0,8864.0,31360.0,260.0,2410.0,57.9,772.3,4052.0,3928.0,1240.0,15.3,270.0,1585.0,3125.0,1770.0,3120.0,310.0,6.9,15.0,35.0,355.0,0432,2016S05100432,24,Quebec,La Pocatière,,5.5,8.1,00000
434,La Sarre,13.7,220.0,58.5,160.0,45.0,50.0,260.0,20.0,2000.0,745.0,10242.0,36663.0,140.0,110.0,215.0,0.0,0.0,50.5,160.0,3.54,1190.0,30.0,25397.0,10362.0,27432.0,570.0,2895.0,54.9,1289.9,4876.0,4570.0,1205.0,20.8,390.0,1765.0,3690.0,2165.0,3690.0,635.0,7.9,15.0,60.0,185.0,0434,2016S05100434,24,Quebec,La Sarre,,5.3,5.1,00000
435,La Tuque,13.6,365.0,61.5,325.0,55.0,15.0,80.0,30.0,3375.0,1160.0,9601.0,37171.0,295.0,230.0,800.0,0.0,10.0,47.8,350.0,9.75,2500.0,45.0,27597.0,9115.0,30599.0,795.0,5060.0,52.6,794.8,8062.0,7751.0,2440.0,18.3,860.0,3015.0,6580.0,4100.0,6585.0,935.0,9.1,35.0,90.0,390.0,0435,2016S05100435,24,Quebec,La Tuque,,3.5,4.9,00000
437,Labelle,15.9,185.0,57.7,55.0,50.0,25.0,30.0,10.0,520.0,190.0,10013.0,30177.0,40.0,55.0,100.0,0.0,0.0,52.5,50.0,2.5,130.0,0.0,26272.0,10240.0,28160.0,135.0,725.0,59.1,453.7,1072.0,1136.0,335.0,19.3,130.0,425.0,905.0,605.0,905.0,135.0,11.2,0.0,10.0,40.0,0437,2016S05100437,24,Quebec,Labelle,,5.0,4.3,00000
438,Labrador City,18.9,1050.0,72.7,150.0,155.0,30.0,55.0,5.0,4885.0,1120.0,7152.0,67719.0,545.0,705.0,1730.0,0.0,10.0,64.9,245.0,14.04,3140.0,120.0,48780.0,4906.0,57203.0,365.0,3785.0,71.3,614.2,8800.0,8622.0,3665.0,4.8,1165.0,4430.0,6930.0,5190.0,6935.0,415.0,8.9,40.0,80.0,735.0,0438,2016S05100438,10,Newfoundland and Labrador,Labrador City,,2.1,3.5,00000
439,Lac la Biche,21.4,110.0,64.8,85.0,50.0,15.0,80.0,0.0,1065.0,100.0,8766.0,50960.0,110.0,55.0,330.0,10.0,0.0,59.9,135.0,2.9,700.0,50.0,35827.0,5744.0,40000.0,195.0,1070.0,66.1,791.0,2429.0,2294.0,635.0,14.7,275.0,945.0,1630.0,1100.0,1635.0,45.0,8.8,15.0,20.0,180.0,0439,2016S05100439,48,Alberta,Lac la Biche,,9.3,23.1,00122
442,Lac-Etchemin,12.3,110.0,51.3,40.0,110.0,30.0,30.0,5.0,605.0,230.0,10882.0,37157.0,55.0,35.0,125.0,10.0,0.0,45.3,65.0,1.65,250.0,10.0,27552.0,11360.0,29914.0,155.0,1095.0,47.3,1079.5,1685.0,1782.0,460.0,14.7,130.0,525.0,1295.0,740.0,1290.0,195.0,4.1,25.0,10.0,95.0,0442,2016S05100442,24,Quebec,Lac-Etchemin,,6.5,4.4,00000
443,Lac-Mégantic,15.1,310.0,59.6,160.0,115.0,10.0,45.0,25.0,2555.0,605.0,9680.0,35897.0,275.0,140.0,475.0,15.0,0.0,54.2,220.0,9.24,1860.0,85.0,27196.0,9091.0,29715.0,605.0,3625.0,57.3,611.1,5954.0,5647.0,1525.0,16.7,575.0,2335.0,4550.0,2710.0,4545.0,465.0,5.4,35.0,50.0,400.0,0443,2016S05100443,24,Quebec,Lac-Mégantic,,4.7,3.5,00000
444,Lachute,13.2,675.0,61.2,275.0,640.0,200.0,320.0,60.0,4200.0,1240.0,10372.0,32362.0,320.0,275.0,575.0,10.0,10.0,48.5,365.0,9.32,1980.0,40.0,23106.0,10163.0,24384.0,1540.0,6800.0,51.9,1081.4,10121.0,10082.0,2310.0,26.4,1115.0,3810.0,8290.0,4970.0,8290.0,965.0,6.6,30.0,85.0,415.0,0444,2016S05100444,24,Quebec,Lachute,,5.2,5.3,00000
445,Lacolle,18.2,80.0,65.9,15.0,165.0,80.0,45.0,5.0,670.0,240.0,8786.0,34755.0,40.0,55.0,105.0,0.0,0.0,60.8,30.0,1.95,250.0,0.0,28203.0,7440.0,31296.0,125.0,790.0,64.6,660.7,1271.0,1288.0,410.0,13.2,175.0,620.0,1060.0,710.0,1060.0,185.0,5.1,10.0,20.0,45.0,0445,2016S05100445,24,Quebec,Lacolle,,2.3,6.4,00000
446,Lacombe,20.5,1515.0,63.8,470.0,950.0,125.0,300.0,25.0,6445.0,925.0,8060.0,57208.0,970.0,690.0,1595.0,20.0,50.0,62.1,745.0,11.46,2675.0,220.0,36978.0,5812.0,40951.0,695.0,5355.0,68.5,1085.9,11429.0,12442.0,3990.0,7.0,1650.0,5565.0,9525.0,6335.0,9520.0,230.0,9.4,35.0,175.0,1290.0,0446,2016S05100446,48,Alberta,Lacombe,,4.2,5.1,00000
447,Ladysmith,13.4,1365.0,58.2,365.0,1030.0,150.0,310.0,35.0,4890.0,720.0,9556.0,43321.0,635.0,430.0,1460.0,25.0,10.0,51.0,700.0,13.83,1350.0,195.0,31191.0,9813.0,34576.0,490.0,6440.0,55.1,769.1,9904.0,10637.0,3425.0,11.4,1440.0,4205.0,9080.0,5350.0,9080.0,290.0,7.3,65.0,310.0,925.0,0447,2016S05100447,59,British Columbia,Ladysmith,,5.9,8.4,00001
449,Lake Cowichan,13.9,265.0,62.9,60.0,310.0,80.0,180.0,15.0,1390.0,190.0,9712.0,33442.0,80.0,115.0,365.0,0.0,0.0,49.0,145.0,3.71,350.0,30.0,24832.0,9305.0,26752.0,265.0,1995.0,55.8,811.6,2848.0,3013.0,745.0,20.6,620.0,1190.0,2645.0,1630.0,2645.0,80.0,11.9,10.0,60.0,125.0,0449,2016S05100449,59,British Columbia,Lake Cowichan,,6.2,11.4,00111
450,Lakefield,11.5,400.0,55.5,90.0,150.0,25.0,40.0,15.0,1085.0,110.0,10140.0,37013.0,190.0,65.0,240.0,15.0,20.0,44.4,125.0,2.54,300.0,50.0,28928.0,10736.0,31616.0,130.0,1780.0,48.6,1083.1,2676.0,2753.0,700.0,13.4,300.0,910.0,2260.0,1125.0,2265.0,45.0,8.2,15.0,50.0,295.0,0450,2016S05100450,35,Ontario,Lakefield,,4.7,5.4,00000
455,Lanigan,19.5,110.0,57.7,35.0,100.0,15.0,15.0,0.0,550.0,110.0,8831.0,53818.0,80.0,80.0,130.0,10.0,0.0,58.9,60.0,1.79,270.0,0.0,37581.0,8160.0,41472.0,30.0,570.0,60.6,678.9,1213.0,1213.0,365.0,7.3,135.0,510.0,905.0,530.0,900.0,30.0,2.8,20.0,15.0,105.0,0455,2016S05100455,47,Saskatchewan,Lanigan,,6.9,6.0,00100
458,Laurentides,23.6,1175.0,65.7,355.0,1590.0,1010.0,1095.0,30.0,6585.0,2500.0,9020.0,35758.0,280.0,795.0,920.0,0.0,0.0,65.5,510.0,11.88,1060.0,20.0,29021.0,7710.0,32259.0,1725.0,7410.0,70.5,1070.3,9834.0,12710.0,3860.0,14.7,1340.0,5935.0,9595.0,6930.0,9595.0,1705.0,7.0,10.0,120.0,320.0,0458,2016S05100458,24,Quebec,Laurentides,,3.0,2.3,00000
460,Lavaltrie,19.4,1370.0,66.9,320.0,1115.0,800.0,750.0,15.0,5560.0,1690.0,8893.0,38750.0,360.0,500.0,995.0,10.0,10.0,61.3,415.0,7.04,910.0,55.0,30304.0,7777.0,34038.0,1045.0,6315.0,66.9,1529.8,10380.0,10767.0,3280.0,11.4,1505.0,4940.0,8545.0,5825.0,8545.0,1190.0,8.5,30.0,125.0,465.0,0460,2016S05100460,24,Quebec,Lavaltrie,,2.4,4.5,00000
463,Leamington,17.0,3520.0,61.2,805.0,1590.0,1235.0,340.0,135.0,14525.0,965.0,8870.0,41635.0,1630.0,490.0,3980.0,60.0,50.0,54.5,1305.0,31.7,6440.0,335.0,28914.0,7648.0,31464.0,3635.0,19005.0,58.0,1040.7,32520.0,32991.0,7370.0,14.7,4470.0,13130.0,25600.0,15470.0,25600.0,475.0,6.0,175.0,175.0,2250.0,0463,2016S05100463,35,Ontario,Leamington,,6.7,4.8,00000
464,Lebel-sur-Quévillon,18.2,65.0,66.7,40.0,40.0,105.0,130.0,0.0,990.0,405.0,10269.0,47452.0,90.0,125.0,225.0,0.0,10.0,51.7,70.0,2.4,495.0,25.0,35694.0,8627.0,40363.0,170.0,1085.0,62.0,838.4,1964.0,2015.0,800.0,6.7,155.0,835.0,1645.0,1125.0,1645.0,280.0,17.2,10.0,45.0,130.0,0464,2016S05100464,24,Quebec,Lebel-sur-Quévillon,,3.7,5.9,00000
465,Leduc,21.6,4180.0,66.4,740.0,2510.0,1465.0,735.0,40.0,16675.0,2560.0,7606.0,59275.0,2035.0,1965.0,3785.0,45.0,35.0,66.8,1360.0,61.96,5710.0,260.0,40551.0,5228.0,46632.0,1860.0,12685.0,73.7,477.0,23827.0,29556.0,9290.0,6.7,5135.0,14605.0,22840.0,16290.0,22840.0,595.0,9.4,140.0,440.0,2515.0,0465,2016S05100465,48,Alberta,Leduc,,3.9,4.9,00000
467,Lethbridge,17.1,15785.0,66.2,4200.0,2735.0,965.0,1245.0,215.0,47585.0,4475.0,7842.0,47481.0,7935.0,3155.0,10935.0,330.0,495.0,64.0,5380.0,55.9,21930.0,1950.0,33160.0,5399.0,36389.0,5150.0,44410.0,68.5,1566.5,79364.0,87572.0,27460.0,11.8,12670.0,42655.0,70400.0,45280.0,70400.0,1320.0,6.7,440.0,890.0,11160.0,0467,2016S05100467,48,Alberta,Lethbridge,,4.8,5.3,00000
469,Lewisporte,12.0,65.0,52.0,70.0,55.0,75.0,35.0,5.0,770.0,170.0,12125.0,40042.0,115.0,70.0,265.0,10.0,0.0,39.0,120.0,1.87,390.0,40.0,25600.0,11760.0,27157.0,130.0,1370.0,46.7,1163.3,2126.0,2174.0,610.0,17.8,145.0,615.0,1685.0,880.0,1680.0,100.0,15.9,0.0,15.0,160.0,0469,2016S05100469,10,Newfoundland and Labrador,Lewisporte,,6.8,5.7,00000
470,Lillooet,13.2,90.0,63.3,65.0,10.0,25.0,30.0,10.0,705.0,105.0,9472.0,34767.0,85.0,45.0,160.0,0.0,0.0,51.4,70.0,2.29,465.0,35.0,24848.0,8390.0,26624.0,170.0,1020.0,58.1,681.0,1545.0,1560.0,405.0,22.7,250.0,625.0,1265.0,835.0,1265.0,60.0,11.6,0.0,20.0,125.0,0470,2016S05100470,59,British Columbia,Lillooet,,7.1,9.3,00101
472,Lindsay,13.2,1180.0,57.8,775.0,850.0,640.0,980.0,75.0,8820.0,805.0,9872.0,38381.0,1020.0,430.0,2925.0,60.0,20.0,47.9,1175.0,15.56,4120.0,215.0,27214.0,10240.0,29492.0,1185.0,13325.0,52.9,1330.8,20291.0,20713.0,5265.0,17.6,3200.0,7765.0,17210.0,9650.0,17210.0,380.0,9.4,105.0,100.0,1425.0,0472,2016S05100472,35,Ontario,Lindsay,,4.3,4.0,00000
473,Linière,17.3,305.0,65.0,35.0,100.0,40.0,35.0,5.0,760.0,235.0,8258.0,34409.0,45.0,50.0,60.0,0.0,0.0,69.0,35.0,1.58,235.0,15.0,28019.0,6592.0,31200.0,200.0,840.0,72.2,876.8,1493.0,1385.0,390.0,13.5,145.0,720.0,1080.0,730.0,1080.0,180.0,3.8,0.0,30.0,65.0,0473,2016S05100473,24,Quebec,Linière,,5.5,5.4,00000
474,Listowel,18.1,620.0,61.1,285.0,505.0,240.0,200.0,25.0,4105.0,300.0,8145.0,43964.0,355.0,185.0,1020.0,45.0,0.0,65.6,405.0,6.65,2245.0,45.0,32290.0,6992.0,35883.0,585.0,4150.0,68.5,1132.3,6828.0,7530.0,1860.0,9.7,1370.0,3805.0,6035.0,3815.0,6035.0,120.0,4.2,30.0,55.0,480.0,0474,2016S05100474,35,Ontario,Listowel,,3.9,3.8,00000
475,Little Current,14.7,70.0,56.4,75.0,80.0,20.0,40.0,5.0,695.0,60.0,9556.0,36885.0,100.0,25.0,245.0,0.0,0.0,50.6,105.0,2.08,370.0,0.0,28416.0,10160.0,30805.0,105.0,980.0,56.6,747.9,1435.0,1558.0,415.0,16.4,175.0,580.0,1250.0,705.0,1255.0,40.0,9.9,0.0,10.0,105.0,0475,2016S05100475,35,Ontario,Little Current,,8.6,11.7,00011
477,Liverpool,12.5,155.0,57.6,85.0,125.0,35.0,50.0,15.0,960.0,110.0,10115.0,39589.0,135.0,40.0,265.0,20.0,0.0,39.8,130.0,3.61,455.0,40.0,21266.0,9632.0,22576.0,255.0,1720.0,46.5,706.5,2624.0,2549.0,615.0,33.9,350.0,815.0,2160.0,1225.0,2160.0,70.0,14.9,0.0,40.0,200.0,0477,2016S05100477,12,Nova Scotia,Liverpool,,5.6,8.6,00001
478,Lloydminster,22.6,3385.0,68.9,1040.0,780.0,430.0,700.0,30.0,17915.0,2215.0,6845.0,58733.0,2625.0,1510.0,4200.0,145.0,25.0,67.8,1410.0,21.71,10245.0,405.0,39355.0,3754.0,44812.0,2105.0,13150.0,76.6,1446.1,27769.0,31400.0,10295.0,9.3,4985.0,15545.0,23815.0,17380.0,23815.0,705.0,11.5,215.0,465.0,3410.0,0478,2016S05100478,48,Alberta/Saskatchewan,Lloydminster,,4.0,6.4,00001
480,London,16.2,78430.0,67.2,16830.0,26530.0,7200.0,8710.0,1545.0,194385.0,11790.0,7535.0,43687.0,38640.0,5565.0,55965.0,2790.0,3855.0,58.2,24115.0,232.48,50895.0,13055.0,29878.0,4877.0,32643.0,20195.0,226005.0,63.2,1649.3,365715.0,383437.0,133985.0,18.7,49550.0,171760.0,315875.0,203730.0,315875.0,6220.0,7.9,4090.0,3800.0,62430.0,0480,2016S05100480,35,Ontario,London,,3.5,4.5,00000
481,Longlac,21.3,25.0,64.5,45.0,75.0,0.0,10.0,0.0,645.0,70.0,11004.0,43210.0,70.0,25.0,195.0,0.0,0.0,51.1,55.0,1.76,425.0,10.0,32149.0,8120.0,35046.0,210.0,785.0,58.9,814.9,1383.0,1434.0,360.0,15.4,190.0,550.0,1095.0,760.0,1095.0,40.0,12.4,10.0,0.0,90.0,0481,2016S05100481,35,Ontario,Longlac,,6.3,6.7,00000
485,Louiseville,9.8,345.0,56.9,160.0,255.0,35.0,75.0,20.0,2120.0,560.0,10523.0,28269.0,160.0,150.0,375.0,0.0,0.0,45.3,165.0,3.89,1160.0,15.0,21849.0,10635.0,22715.0,735.0,3820.0,49.4,1387.8,5537.0,5396.0,1150.0,28.8,675.0,1870.0,4410.0,2550.0,4405.0,410.0,8.3,0.0,35.0,175.0,0485,2016S05100485,24,Quebec,Louiseville,,5.7,5.8,00000
487,Lucan,21.1,370.0,63.8,165.0,480.0,95.0,50.0,5.0,1375.0,110.0,8296.0,47568.0,205.0,60.0,480.0,10.0,0.0,69.7,190.0,1.89,275.0,40.0,37134.0,5400.0,41763.0,100.0,1305.0,72.9,1341.3,2014.0,2541.0,900.0,7.2,255.0,1280.0,1900.0,1260.0,1900.0,50.0,4.7,20.0,35.0,280.0,0487,2016S05100487,35,Ontario,Lucan,,3.0,1.6,00000
488,Luceville,17.1,215.0,61.7,25.0,20.0,0.0,15.0,0.0,485.0,150.0,9785.0,33147.0,15.0,40.0,130.0,0.0,0.0,57.0,30.0,1.31,180.0,10.0,28134.0,8224.0,31488.0,95.0,670.0,60.0,851.8,1168.0,1112.0,315.0,14.4,100.0,440.0,830.0,510.0,830.0,115.0,5.1,0.0,10.0,25.0,0488,2016S05100488,24,Quebec,Luceville,,5.8,8.1,00000
489,Lucknow,13.8,130.0,54.7,70.0,80.0,40.0,10.0,10.0,520.0,50.0,10164.0,35627.0,45.0,20.0,160.0,0.0,0.0,56.6,65.0,1.65,200.0,10.0,27568.0,10576.0,29472.0,75.0,640.0,60.0,680.3,1095.0,1121.0,270.0,18.1,170.0,465.0,875.0,510.0,875.0,30.0,5.7,0.0,0.0,55.0,0489,2016S05100489,35,Ontario,Lucknow,,12.0,2.2,01100
490,Lunenburg,11.3,155.0,53.0,115.0,40.0,10.0,75.0,15.0,845.0,65.0,9536.0,40654.0,215.0,20.0,270.0,10.0,10.0,45.5,120.0,2.41,400.0,105.0,25783.0,9312.0,27541.0,50.0,1270.0,52.1,863.8,2126.0,2085.0,705.0,19.3,150.0,675.0,1660.0,910.0,1660.0,45.0,12.7,10.0,35.0,335.0,0490,2016S05100490,12,Nova Scotia,Lunenburg,,8.8,3.4,00100
492,Macamic,19.2,210.0,60.2,80.0,25.0,30.0,120.0,5.0,645.0,245.0,10743.0,38123.0,40.0,55.0,95.0,0.0,0.0,55.2,90.0,1.99,210.0,10.0,29589.0,10256.0,32896.0,150.0,770.0,60.2,655.4,1289.0,1307.0,400.0,13.9,145.0,590.0,1100.0,690.0,1100.0,190.0,8.3,0.0,15.0,45.0,0492,2016S05100492,24,Quebec,Macamic,,3.5,3.6,00000
493,Mackenzie,18.6,305.0,71.2,35.0,45.0,0.0,125.0,5.0,1885.0,290.0,7779.0,54983.0,105.0,195.0,415.0,0.0,0.0,66.7,75.0,3.37,1235.0,25.0,42048.0,6040.0,48313.0,375.0,1495.0,72.2,966.7,3087.0,3262.0,880.0,7.7,625.0,1715.0,2630.0,1875.0,2630.0,100.0,7.4,10.0,35.0,140.0,0493,2016S05100493,59,British Columbia,Mackenzie,,6.7,10.8,00111
494,Madoc,16.3,70.0,55.4,25.0,95.0,110.0,10.0,10.0,525.0,80.0,11094.0,34221.0,60.0,15.0,185.0,0.0,0.0,38.7,80.0,2.12,175.0,20.0,23501.0,12064.0,24499.0,170.0,1030.0,43.1,725.3,1486.0,1535.0,360.0,27.0,180.0,455.0,1265.0,705.0,1265.0,60.0,9.2,10.0,0.0,90.0,0494,2016S05100494,35,Ontario,Madoc,,4.4,9.8,00000
495,Magog,13.8,2375.0,58.8,675.0,1550.0,270.0,260.0,95.0,9760.0,2535.0,9754.0,35741.0,1065.0,630.0,1740.0,55.0,70.0,54.1,805.0,18.89,4250.0,295.0,26356.0,9179.0,28964.0,1895.0,13740.0,58.4,1102.9,19997.0,20830.0,6185.0,17.7,2225.0,8705.0,17075.0,10305.0,17075.0,1905.0,7.4,145.0,275.0,1630.0,0495,2016S05100495,24,Quebec,Magog,,5.9,5.5,00000
496,Magrath,26.1,130.0,56.0,85.0,255.0,60.0,25.0,5.0,885.0,90.0,9050.0,39520.0,175.0,55.0,200.0,10.0,10.0,56.0,140.0,2.34,255.0,30.0,28080.0,8144.0,29515.0,85.0,950.0,59.3,932.7,2027.0,2179.0,555.0,14.3,245.0,720.0,1500.0,885.0,1500.0,35.0,5.1,20.0,25.0,240.0,0496,2016S05100496,48,Alberta,Magrath,,5.3,8.1,00001
498,Malartic,18.7,380.0,63.2,95.0,185.0,35.0,25.0,5.0,1340.0,430.0,10302.0,41248.0,60.0,75.0,230.0,0.0,0.0,55.4,90.0,1.59,615.0,0.0,27947.0,8967.0,30592.0,460.0,1680.0,60.4,1868.7,3015.0,2972.0,775.0,16.9,290.0,1235.0,2305.0,1530.0,2310.0,355.0,8.6,15.0,35.0,85.0,0498,2016S05100498,24,Quebec,Malartic,,5.1,5.6,00000
499,Manitouwadge,12.4,40.0,65.9,55.0,70.0,65.0,80.0,10.0,730.0,150.0,10908.0,43778.0,85.0,70.0,225.0,0.0,0.0,43.6,65.0,2.02,390.0,10.0,27443.0,10708.0,29200.0,220.0,990.0,47.9,846.3,1783.0,1708.0,500.0,17.9,235.0,650.0,1530.0,955.0,1530.0,85.0,9.5,0.0,30.0,95.0,0499,2016S05100499,35,Ontario,Manitouwadge,,4.7,10.5,00011
500,Maniwaki,13.4,155.0,59.2,135.0,55.0,35.0,105.0,10.0,1510.0,415.0,10618.0,30870.0,160.0,90.0,225.0,10.0,0.0,44.6,180.0,4.66,930.0,15.0,22575.0,10291.0,23462.0,535.0,2600.0,50.5,810.2,3865.0,3778.0,905.0,31.6,360.0,1275.0,3080.0,1800.0,3080.0,325.0,11.6,30.0,50.0,215.0,0500,2016S05100500,24,Quebec,Maniwaki,,6.2,7.2,00000
501,Manning,20.5,95.0,60.9,35.0,15.0,0.0,30.0,10.0,540.0,70.0,10822.0,51953.0,80.0,50.0,120.0,0.0,0.0,61.1,50.0,1.5,300.0,0.0,35776.0,6408.0,38720.0,110.0,490.0,67.9,715.2,1065.0,1072.0,285.0,13.0,95.0,445.0,810.0,490.0,810.0,30.0,10.0,0.0,20.0,85.0,0501,2016S05100501,48,Alberta,Manning,,2.6,9.4,00001
502,Maple Creek,16.9,105.0,57.8,105.0,85.0,20.0,35.0,5.0,1060.0,130.0,9548.0,42727.0,120.0,80.0,180.0,15.0,10.0,59.1,90.0,1.62,700.0,15.0,31136.0,8688.0,34176.0,115.0,1210.0,61.4,1281.4,2148.0,2074.0,505.0,14.1,285.0,940.0,1725.0,900.0,1725.0,45.0,3.8,0.0,30.0,155.0,0502,2016S05100502,47,Saskatchewan,Maple Creek,,5.7,8.3,00000
504,Marathon,15.6,205.0,71.0,55.0,305.0,40.0,115.0,0.0,1655.0,260.0,9023.0,50005.0,185.0,115.0,595.0,10.0,0.0,59.8,120.0,4.31,810.0,30.0,34580.0,6840.0,38400.0,250.0,1710.0,65.0,728.8,3203.0,3138.0,1090.0,10.7,490.0,1480.0,2585.0,1830.0,2585.0,140.0,8.0,15.0,10.0,235.0,0504,2016S05100504,35,Ontario,Marathon,,5.1,8.0,00001
505,Marieville,20.1,1090.0,64.7,350.0,1170.0,460.0,450.0,20.0,4905.0,1305.0,8351.0,40684.0,535.0,370.0,915.0,10.0,15.0,69.9,365.0,4.57,1300.0,85.0,32809.0,6800.0,37385.0,835.0,5010.0,73.4,1944.9,8238.0,8891.0,3030.0,10.2,990.0,4480.0,6760.0,4850.0,6760.0,930.0,4.7,45.0,120.0,690.0,0505,2016S05100505,24,Quebec,Marieville,,4.3,5.2,00000
