GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ
1003,Waterford,15.7,570.0,64.5,95.0,345.0,115.0,165.0,5.0,1685.0,225.0,8398.0,41000.0,205.0,100.0,585.0,0.0,0.0,60.3,190.0,2.77,305.0,40.0,32000.0,7803.0,35401.0,150.0,1835.0,65.3,1130.8,3027.0,3132.0,1070.0,9.8,455.0,1505.0,2635.0,1680.0,2635.0,125.0,7.6,0.0,20.0,240.0,1003,2016S05101003,35,Ontario,Waterford,,4.2,6.5,00000
1004,Waterloo,17.2,435.0,61.0,110.0,215.0,45.0,65.0,10.0,1420.0,370.0,9954.0,31143.0,100.0,105.0,170.0,0.0,0.0,50.4,110.0,4.98,475.0,10.0,23753.0,9717.0,24858.0,480.0,2150.0,56.1,682.5,3464.0,3401.0,700.0,26.0,500.0,1230.0,2630.0,1675.0,2630.0,265.0,10.2,15.0,25.0,135.0,1004,2016S05101004,24,Quebec,Waterloo,,5.8,4.5,00000
1006,Watford,18.2,210.0,57.1,65.0,90.0,60.0,30.0,5.0,655.0,70.0,9214.0,39972.0,45.0,45.0,185.0,0.0,0.0,55.4,75.0,1.17,225.0,15.0,28821.0,8336.0,31573.0,110.0,820.0,58.9,1314.4,1491.0,1536.0,315.0,17.7,260.0,615.0,1125.0,690.0,1120.0,25.0,6.1,0.0,0.0,65.0,1006,2016S05101006,35,Ontario,Watford,,6.6,8.4,00000
1007,Watrous,17.4,65.0,57.2,80.0,85.0,25.0,55.0,5.0,1015.0,145.0,9170.0,45979.0,100.0,90.0,215.0,10.0,0.0,64.0,115.0,2.0,630.0,45.0,33812.0,8576.0,37427.0,90.0,1010.0,67.3,934.2,1832.0,1865.0,555.0,12.3,305.0,865.0,1515.0,940.0,1520.0,55.0,4.9,20.0,15.0,175.0,1007,2016S05101007,47,Saskatchewan,Watrous,,5.3,5.9,00000
1011,West Lorne,16.0,85.0,63.4,60.0,125.0,110.0,75.0,5.0,640.0,40.0,9810.0,33000.0,35.0,15.0,175.0,10.0,0.0,54.7,90.0,1.81,210.0,0.0,25632.0,8704.0,26832.0,165.0,845.0,56.9,737.4,1415.0,1337.0,260.0,19.0,210.0,600.0,1125.0,635.0,1130.0,25.0,3.1,0.0,0.0,45.0,1011,2016S05101011,35,Ontario,West Lorne,,3.9,6.1,00000
1012,Westlock,17.3,185.0,55.0,190.0,150.0,65.0,195.0,25.0,2090.0,220.0,10344.0,44505.0,280.0,175.0,440.0,0.0,10.0,54.7,195.0,4.49,1230.0,20.0,29376.0,10267.0,31829.0,325.0,2395.0,59.7,1041.4,4532.0,4678.0,1035.0,13.6,845.0,1830.0,3585.0,2200.0,3585.0,45.0,8.2,20.0,40.0,335.0,1012,2016S05101012,48,Alberta,Westlock,,7.1,8.3,00001
1015,Wetaskiwin,18.7,715.0,61.2,450.0,625.0,310.0,445.0,35.0,6255.0,720.0,9488.0,44360.0,695.0,505.0,1380.0,25.0,10.0,59.5,645.0,11.18,3435.0,105.0,31531.0,8477.0,34193.0,1230.0,6255.0,65.7,1116.5,12221.0,12486.0,3135.0,12.9,1855.0,5525.0,9735.0,6220.0,9735.0,215.0,9.4,50.0,150.0,885.0,1015,2016S05101015,48,Alberta,Wetaskiwin,,5.0,4.5,00000
1016,Weyburn,18.9,540.0,62.2,520.0,315.0,130.0,295.0,20.0,5635.0,630.0,8109.0,56992.0,800.0,365.0,1110.0,30.0,0.0,63.1,580.0,8.39,3655.0,125.0,37824.0,6245.0,42424.0,580.0,5190.0,68.0,1273.1,10011.0,10679.0,2930.0,9.9,1800.0,4935.0,8335.0,5305.0,8335.0,270.0,7.3,40.0,195.0,995.0,1016,2016S05101016,47,Saskatchewan,Weyburn,,4.1,6.1,00000
1017,Wheatley,20.1,520.0,62.1,65.0,165.0,105.0,70.0,5.0,1425.0,120.0,8821.0,41382.0,85.0,75.0,335.0,0.0,0.0,59.6,110.0,3.33,370.0,20.0,31592.0,7076.0,35127.0,375.0,1595.0,64.7,861.8,2898.0,2868.0,580.0,10.3,415.0,1240.0,2240.0,1375.0,2245.0,50.0,7.6,10.0,15.0,110.0,1017,2016S05101017,35,Ontario,Wheatley,,4.5,3.4,00000
1020,Stouffville,23.8,3160.0,64.2,955.0,4520.0,2295.0,3050.0,90.0,17435.0,810.0,6363.0,51649.0,4735.0,440.0,4275.0,100.0,60.0,68.5,1350.0,14.05,2530.0,1140.0,36442.0,2824.0,40650.0,1395.0,16060.0,72.3,2323.2,24654.0,32634.0,12100.0,8.2,4140.0,15555.0,24545.0,17635.0,24540.0,375.0,5.3,505.0,475.0,6545.0,1020,2016S05101020,35,Ontario,Stouffville,,2.4,2.2,00000
1021,White Rock,14.2,8775.0,60.6,3210.0,9045.0,4460.0,4990.0,595.0,44175.0,3210.0,7996.0,56269.0,10990.0,1915.0,10470.0,795.0,490.0,54.5,5065.0,53.54,8665.0,4130.0,34444.0,6933.0,38896.0,1910.0,51035.0,57.6,1750.6,85062.0,93729.0,33850.0,14.3,10990.0,35935.0,77895.0,46750.0,77890.0,1295.0,5.3,1450.0,2305.0,17860.0,1021,2016S05101021,59,British Columbia,White Rock,,4.6,5.8,00000
1022,Whitecourt,23.2,765.0,70.7,215.0,180.0,125.0,345.0,5.0,5695.0,750.0,6554.0,61767.0,555.0,520.0,1160.0,35.0,10.0,69.2,360.0,10.11,3400.0,85.0,41122.0,3317.0,47305.0,950.0,3615.0,79.5,941.0,9053.0,9515.0,2735.0,8.6,1775.0,4815.0,7265.0,5450.0,7265.0,230.0,12.9,20.0,115.0,710.0,1022,2016S05101022,48,Alberta,Whitecourt,,2.8,6.2,00000
1023,Whitehorse,18.4,3985.0,70.6,790.0,580.0,135.0,185.0,0.0,13170.0,1275.0,7334.0,56250.0,2835.0,810.0,2870.0,105.0,70.0,71.7,1135.0,34.95,6835.0,1030.0,43471.0,3855.0,48500.0,1140.0,10425.0,77.0,621.8,20296.0,21732.0,8815.0,0.0,2750.0,11720.0,17375.0,12705.0,17375.0,460.0,6.9,245.0,390.0,4290.0,1023,2016S05101023,60,Yukon,Whitehorse,,5.1,6.1,00101
1026,Wiarton,11.1,190.0,56.7,85.0,160.0,15.0,40.0,15.0,825.0,110.0,10812.0,32719.0,65.0,40.0,230.0,0.0,10.0,49.5,110.0,2.36,310.0,10.0,24096.0,11024.0,25463.0,155.0,1330.0,53.4,844.3,2034.0,1989.0,450.0,25.9,275.0,715.0,1560.0,880.0,1555.0,75.0,7.2,0.0,20.0,85.0,1026,2016S05101026,35,Ontario,Wiarton,,7.6,4.9,00000
1027,Wilkie,17.5,80.0,61.6,50.0,45.0,35.0,25.0,0.0,565.0,80.0,9207.0,46058.0,55.0,25.0,135.0,0.0,0.0,59.5,75.0,1.47,270.0,0.0,34944.0,8176.0,38126.0,115.0,620.0,61.1,783.4,1200.0,1149.0,295.0,14.0,165.0,450.0,925.0,575.0,920.0,55.0,3.5,10.0,10.0,65.0,1027,2016S05101027,47,Saskatchewan,Wilkie,,3.6,8.2,00000
1028,Williams Lake,16.8,765.0,64.3,295.0,145.0,185.0,355.0,20.0,5325.0,700.0,8534.0,42195.0,400.0,440.0,885.0,30.0,0.0,60.5,430.0,21.26,3380.0,115.0,30246.0,7155.0,33402.0,980.0,5725.0,65.4,494.2,10902.0,10508.0,2385.0,16.4,1980.0,4830.0,8295.0,5350.0,8295.0,255.0,7.6,40.0,205.0,595.0,1028,2016S05101028,59,British Columbia,Williams Lake,,6.4,6.0,00101
1029,Winchester,15.4,160.0,59.9,85.0,155.0,215.0,155.0,15.0,1110.0,90.0,9420.0,42622.0,190.0,60.0,370.0,0.0,0.0,56.7,140.0,2.26,350.0,30.0,32384.0,8432.0,36389.0,100.0,1350.0,59.1,1058.2,2460.0,2394.0,715.0,12.9,360.0,1040.0,1905.0,1180.0,1905.0,30.0,4.4,0.0,20.0,235.0,1029,2016S05101029,35,Ontario,Winchester,,6.9,9.4,00001
1030,Windsor,15.5,255.0,59.6,235.0,365.0,315.0,165.0,15.0,2275.0,290.0,8798.0,37675.0,370.0,105.0,635.0,0.0,10.0,50.8,320.0,10.5,880.0,145.0,27256.0,8576.0,30172.0,320.0,2985.0,55.9,500.0,5013.0,5248.0,1515.0,23.1,750.0,1975.0,4160.0,2580.0,4160.0,185.0,9.0,20.0,40.0,550.0,1030,2016S05101030,12,Nova Scotia,Windsor,,7.2,4.4,00000
1032,Windsor,16.8,57830.0,66.1,11340.0,12810.0,3265.0,2310.0,1420.0,135200.0,9390.0,7999.0,43292.0,26670.0,5130.0,38755.0,1335.0,1525.0,54.6,17440.0,176.21,41560.0,8190.0,29396.0,5820.0,31970.0,15135.0,171560.0,59.4,1629.1,277970.0,287069.0,91765.0,18.9,43440.0,117780.0,235185.0,150340.0,235185.0,4260.0,8.0,2855.0,3040.0,40580.0,1032,2016S05101032,35,Ontario,Windsor,,3.5,4.9,00000
1033,Windsor,17.9,860.0,61.9,210.0,360.0,70.0,70.0,15.0,2390.0,860.0,9451.0,36569.0,185.0,200.0,410.0,0.0,0.0,59.0,220.0,4.83,830.0,55.0,28384.0,8611.0,31648.0,525.0,2935.0,61.3,1049.2,4970.0,5064.0,1605.0,16.0,450.0,2180.0,3925.0,2585.0,3925.0,665.0,4.0,35.0,45.0,285.0,1033,2016S05101033,24,Quebec,Windsor,,5.4,3.2,00000
1034,Wingham,17.2,290.0,60.9,90.0,240.0,75.0,60.0,15.0,1470.0,105.0,10157.0,38979.0,145.0,60.0,370.0,0.0,0.0,57.2,140.0,2.38,655.0,30.0,28320.0,8651.0,30894.0,285.0,1805.0,61.7,1234.2,2875.0,2934.0,730.0,15.0,410.0,1320.0,2440.0,1425.0,2445.0,45.0,7.3,35.0,40.0,210.0,1034,2016S05101034,35,Ontario,Wingham,,4.2,7.3,00000
1035,Winkler,25.1,1075.0,62.4,445.0,225.0,75.0,120.0,50.0,7130.0,380.0,6716.0,35072.0,615.0,155.0,1175.0,40.0,10.0,63.8,520.0,19.37,4900.0,90.0,26771.0,4137.0,29757.0,2305.0,7365.0,68.0,738.9,12273.0,14311.0,2565.0,19.7,1835.0,6395.0,10620.0,6700.0,10620.0,225.0,6.2,85.0,175.0,830.0,1035,2016S05101035,46,Manitoba,Winkler,,3.7,5.6,00000
1036,Winnipeg,16.8,150690.0,67.5,32540.0,81880.0,21125.0,13710.0,7775.0,379180.0,25885.0,6725.0,45344.0,88475.0,12440.0,80035.0,4000.0,3570.0,62.7,42865.0,343.99,77980.0,19590.0,31051.0,3364.0,35088.0,38480.0,405565.0,67.0,2069.6,670025.0,711925.0,242415.0,15.8,101280.0,345395.0,577155.0,382175.0,577155.0,13450.0,6.5,8850.0,12010.0,124485.0,1036,2016S05101036,46,Manitoba,Winnipeg,,3.3,3.9,00000
1037,Wolfville,9.3,600.0,63.3,170.0,115.0,40.0,135.0,20.0,1925.0,90.0,7255.0,41145.0,530.0,35.0,300.0,15.0,140.0,46.8,190.0,6.46,640.0,265.0,25979.0,4997.0,28296.0,105.0,2690.0,55.1,649.8,4269.0,4195.0,1430.0,23.0,245.0,1530.0,3555.0,1780.0,3555.0,55.0,15.3,60.0,30.0,1010.0,1037,2016S05101037,12,Nova Scotia,Wolfville,,6.5,5.0,00100
1038,Woodstock,15.8,485.0,63.0,130.0,120.0,10.0,35.0,25.0,1960.0,155.0,8582.0,36500.0,305.0,75.0,540.0,20.0,0.0,53.2,170.0,4.26,1090.0,65.0,26048.0,7497.0,27808.0,240.0,2450.0,58.2,1003.2,4287.0,4277.0,1155.0,23.4,775.0,1735.0,3420.0,2170.0,3420.0,80.0,8.5,35.0,35.0,425.0,1038,2016S05101038,13,New Brunswick,Woodstock,,5.1,7.0,00000
1039,Woodstock,16.7,3885.0,64.2,1295.0,2915.0,1585.0,980.0,140.0,20930.0,1500.0,8377.0,43712.0,2165.0,795.0,6195.0,60.0,65.0,61.4,2065.0,30.42,9895.0,490.0,32514.0,7074.0,35923.0,3075.0,22645.0,64.9,1328.3,37443.0,40404.0,10905.0,11.4,7210.0,19265.0,32760.0,21190.0,32760.0,705.0,5.3,190.0,235.0,2975.0,1039,2016S05101039,35,Ontario,Woodstock,,4.0,4.7,00000
1040,Wynyard,17.8,80.0,57.5,100.0,55.0,25.0,25.0,5.0,930.0,115.0,8454.0,42442.0,125.0,35.0,145.0,10.0,0.0,62.7,140.0,1.61,660.0,15.0,31360.0,8320.0,34336.0,75.0,930.0,65.8,1077.9,1707.0,1732.0,445.0,16.1,340.0,845.0,1420.0,865.0,1420.0,80.0,4.3,20.0,25.0,170.0,1040,2016S05101040,47,Saskatchewan,Wynyard,,5.4,6.4,00000
1041,Wyoming,20.1,525.0,61.7,135.0,140.0,20.0,45.0,10.0,1135.0,115.0,8578.0,48743.0,130.0,70.0,455.0,0.0,0.0,61.6,190.0,4.59,345.0,20.0,34409.0,6840.0,38496.0,85.0,1320.0,64.1,514.7,2248.0,2361.0,740.0,8.7,290.0,1070.0,1800.0,1120.0,1795.0,40.0,3.5,10.0,15.0,160.0,1041,2016S05101041,35,Ontario,Wyoming,,3.2,3.0,00000
1042,Yamachiche,17.8,170.0,61.9,45.0,70.0,15.0,35.0,5.0,590.0,140.0,10549.0,33555.0,75.0,55.0,130.0,0.0,0.0,55.4,50.0,1.78,235.0,0.0,26645.0,8968.0,28437.0,140.0,785.0,59.3,697.9,1218.0,1240.0,375.0,17.0,135.0,520.0,1025.0,650.0,1020.0,85.0,7.4,0.0,20.0,80.0,1042,2016S05101042,24,Quebec,Yamachiche,,3.0,1.5,00000
1043,Yarmouth,13.4,415.0,61.1,315.0,175.0,35.0,65.0,35.0,3185.0,280.0,9502.0,32251.0,390.0,100.0,1070.0,30.0,0.0,49.7,490.0,13.14,2120.0,125.0,23232.0,8940.0,24469.0,690.0,4600.0,55.8,549.4,7367.0,7217.0,1995.0,31.3,775.0,2810.0,5840.0,3460.0,5840.0,180.0,11.2,30.0,65.0,580.0,1043,2016S05101043,12,Nova Scotia,Yarmouth,,5.8,6.6,00000
1044,Yellowknife,20.0,2805.0,74.3,720.0,385.0,140.0,360.0,0.0,12165.0,1055.0,3668.0,75841.0,2660.0,550.0,2520.0,85.0,50.0,77.6,1120.0,17.88,7485.0,935.0,57961.0,943.0,67803.0,1080.0,14100.0,82.6,1056.2,18676.0,18884.0,7905.0,0.0,2480.0,11175.0,14910.0,11465.0,14910.0,500.0,6.0,190.0,405.0,3920.0,1044,2016S05101044,61,Northwest Territories,Yellowknife,,6.3,8.8,00101
1045,Yorkton,18.1,990.0,61.1,890.0,360.0,125.0,260.0,45.0,8350.0,815.0,8478.0,45135.0,1305.0,455.0,1690.0,60.0,10.0,62.4,1005.0,10.43,5845.0,220.0,33087.0,7068.0,36355.0,855.0,8620.0,66.7,1538.0,15367.0,16041.0,4395.0,13.7,2645.0,7580.0,12710.0,7890.0,12710.0,365.0,6.5,80.0,210.0,1675.0,1045,2016S05101045,47,Saskatchewan,Yorkton,,5.1,4.4,00000
1047,One Hundred Mile House,13.5,95.0,57.7,40.0,10.0,20.0,35.0,10.0,645.0,80.0,9953.0,33828.0,45.0,40.0,125.0,10.0,0.0,43.8,70.0,2.4,415.0,10.0,24256.0,10923.0,25941.0,220.0,1055.0,49.3,753.9,1721.0,1811.0,305.0,28.3,280.0,570.0,1370.0,800.0,1365.0,35.0,10.4,10.0,35.0,75.0,1047,2016S05101047,59,British Columbia,One Hundred Mile House,,13.2,9.5,01101
1048,Abbotsford,18.2,16685.0,64.4,3890.0,8710.0,4160.0,5125.0,700.0,61475.0,5450.0,7784.0,39110.0,8355.0,2985.0,11240.0,460.0,210.0,60.2,5740.0,68.5,19660.0,2740.0,26751.0,5790.0,29161.0,9265.0,67715.0,64.7,1770.5,115011.0,121279.0,32360.0,13.6,20055.0,54335.0,96585.0,61685.0,96590.0,2465.0,7.0,1060.0,2840.0,12830.0,1048,2016S05101048,59,British Columbia,Abbotsford,,4.2,4.9,00000
1051,Buckingham,18.2,1675.0,65.8,520.0,2060.0,960.0,790.0,40.0,8245.0,2245.0,8920.0,38794.0,915.0,605.0,1580.0,15.0,20.0,58.3,710.0,16.53,2045.0,125.0,30068.0,8075.0,33977.0,1820.0,10170.0,62.3,1009.5,15685.0,16685.0,5160.0,15.2,2075.0,7525.0,13560.0,9055.0,13560.0,1640.0,6.3,70.0,190.0,1145.0,1051,2016S05101051,24,Quebec,Buckingham,,2.9,4.4,00000
1061,Fermont,21.6,800.0,76.6,55.0,90.0,10.0,10.0,0.0,1480.0,630.0,8380.0,83842.0,95.0,105.0,370.0,0.0,10.0,76.5,90.0,1.49,450.0,20.0,69449.0,4464.0,90560.0,110.0,780.0,81.1,1539.4,2707.0,2288.0,1175.0,1.5,285.0,1365.0,1850.0,1565.0,1845.0,530.0,5.3,10.0,45.0,130.0,1061,2016S05101061,24,Quebec,Fermont,,3.0,7.8,00000
1062,Fort Erie,14.9,1360.0,62.1,460.0,970.0,250.0,325.0,75.0,6650.0,670.0,9056.0,37114.0,720.0,315.0,2005.0,30.0,20.0,51.2,660.0,13.65,2835.0,170.0,26738.0,8171.0,28634.0,975.0,9250.0,56.1,1070.9,14490.0,14621.0,3840.0,18.9,2710.0,5735.0,12140.0,7520.0,12140.0,355.0,8.7,90.0,140.0,1030.0,1062,2016S05101062,35,Ontario,Fort Erie,,4.9,5.2,00000
1063,Crystal Beach,12.5,1205.0,64.4,255.0,885.0,255.0,245.0,40.0,4040.0,485.0,9410.0,40163.0,495.0,250.0,1365.0,0.0,15.0,51.6,350.0,11.34,820.0,120.0,28305.0,8403.0,31008.0,515.0,5430.0,55.7,751.7,8059.0,8524.0,2675.0,15.7,1370.0,3415.0,7365.0,4560.0,7365.0,230.0,7.6,70.0,125.0,705.0,1063,2016S05101063,35,Ontario,Crystal Beach,,3.9,7.3,00001
1064,Gaspé,11.9,65.0,61.7,145.0,30.0,0.0,45.0,10.0,1115.0,220.0,9119.0,41592.0,190.0,60.0,335.0,15.0,20.0,52.1,145.0,4.94,800.0,60.0,31078.0,8888.0,35392.0,150.0,1665.0,58.5,527.7,2823.0,2609.0,885.0,13.1,165.0,940.0,1950.0,1205.0,1950.0,160.0,11.0,25.0,30.0,305.0,1064,2016S05101064,24,Quebec,Gaspé,,5.6,2.6,00000
1066,Rivière-au-Renard,11.6,90.0,63.7,65.0,95.0,15.0,10.0,0.0,550.0,175.0,12019.0,35721.0,40.0,20.0,175.0,0.0,0.0,47.6,80.0,2.1,265.0,0.0,26219.0,12483.0,28320.0,140.0,805.0,54.2,512.1,1100.0,1074.0,395.0,14.9,95.0,475.0,1060.0,640.0,1060.0,155.0,13.0,0.0,10.0,40.0,1066,2016S05101066,24,Quebec,Rivière-au-Renard,,1.9,1.3,00000
1067,Keswick - Elmhurst Beach,18.1,3515.0,69.9,670.0,2815.0,1740.0,2995.0,65.0,15185.0,1425.0,7057.0,44057.0,1680.0,815.0,4010.0,35.0,25.0,66.7,1130.0,16.25,2465.0,290.0,32047.0,3850.0,35617.0,2030.0,14310.0,71.4,1647.0,26002.0,26757.0,7890.0,10.6,5110.0,13535.0,21585.0,15035.0,21590.0,615.0,6.6,145.0,285.0,2170.0,1067,2016S05101067,35,Ontario,Keswick - Elmhurst Beach,,2.6,4.0,00000
1071,Nobleton,23.8,440.0,65.5,120.0,690.0,380.0,385.0,10.0,2545.0,185.0,6765.0,71781.0,610.0,90.0,590.0,10.0,20.0,70.6,160.0,5.64,305.0,145.0,40469.0,1925.0,46757.0,230.0,2220.0,74.5,817.7,2554.0,4614.0,1650.0,6.4,625.0,2200.0,3470.0,2510.0,3475.0,90.0,5.2,50.0,50.0,830.0,1071,2016S05101071,35,Ontario,Nobleton,,2.4,3.9,00000
1072,Port-Alfred-Bagotville,14.5,2140.0,63.3,565.0,720.0,135.0,160.0,45.0,6445.0,2470.0,9289.0,38131.0,795.0,630.0,1305.0,15.0,15.0,52.8,720.0,12.95,2695.0,135.0,28792.0,8596.0,32228.0,940.0,8745.0,57.4,1070.9,13817.0,13865.0,5015.0,14.9,1465.0,5845.0,11515.0,7420.0,11515.0,1840.0,8.2,65.0,220.0,1025.0,1072,2016S05101072,24,Quebec,Port-Alfred-Bagotville,,3.9,5.1,00000
1075,Beamsville,20.0,1870.0,64.6,435.0,1350.0,490.0,580.0,15.0,6595.0,455.0,7412.0,47813.0,975.0,220.0,1965.0,15.0,10.0,68.7,675.0,9.19,1720.0,275.0,35740.0,4738.0,39922.0,495.0,6085.0,71.5,1287.6,10655.0,11834.0,3955.0,6.8,1780.0,6000.0,9300.0,6230.0,9305.0,235.0,4.0,145.0,115.0,1420.0,1075,2016S05101075,35,Ontario,Beamsville,,3.6,4.1,00000
1083,Mississauga Beach,6.2,400.0,49.8,110.0,150.0,70.0,145.0,25.0,1910.0,80.0,9887.0,60833.0,545.0,40.0,450.0,25.0,15.0,43.1,180.0,5.78,620.0,190.0,35703.0,11173.0,40777.0,75.0,3200.0,45.5,806.2,4349.0,4662.0,1465.0,8.5,415.0,1390.0,4265.0,1955.0,4265.0,40.0,5.2,90.0,65.0,870.0,1083,2016S05101083,35,Ontario,Mississauga Beach,,4.3,6.5,00000
1084,Dowling,16.3,235.0,63.3,50.0,190.0,60.0,15.0,5.0,725.0,90.0,9198.0,54041.0,50.0,50.0,280.0,0.0,0.0,56.0,55.0,1.32,120.0,15.0,37559.0,8048.0,41856.0,65.0,785.0,62.8,1114.2,1546.0,1466.0,435.0,7.2,250.0,620.0,1165.0,750.0,1165.0,40.0,10.9,0.0,10.0,65.0,1084,2016S05101084,35,Ontario,Dowling,,3.3,8.1,00000
1086,Petawawa,23.5,2200.0,70.5,500.0,730.0,105.0,115.0,10.0,7235.0,570.0,6517.0,49048.0,1130.0,300.0,2125.0,15.0,15.0,72.6,800.0,14.24,3585.0,200.0,45219.0,3728.0,52500.0,445.0,5465.0,75.8,962.3,12402.0,13701.0,4195.0,4.2,2655.0,6730.0,9650.0,7290.0,9650.0,270.0,4.1,55.0,80.0,1420.0,1086,2016S05101086,35,Ontario,Petawawa,,8.9,2.9,00100
1087,Port Hardy,22.6,285.0,64.9,100.0,95.0,30.0,130.0,15.0,1750.0,215.0,8748.0,37966.0,105.0,95.0,345.0,15.0,10.0,57.0,145.0,5.14,1010.0,60.0,27072.0,7072.0,29483.0,565.0,2040.0,64.3,708.9,3552.0,3643.0,810.0,24.3,565.0,1550.0,2845.0,1945.0,2845.0,120.0,11.2,10.0,55.0,200.0,1087,2016S05101087,59,British Columbia,Port Hardy,,7.2,9.6,00101
1098,Sooke,18.7,590.0,65.6,340.0,830.0,855.0,1090.0,30.0,4955.0,615.0,7941.0,42047.0,520.0,405.0,1370.0,10.0,25.0,62.8,495.0,12.2,1010.0,185.0,30116.0,6310.0,33680.0,635.0,4995.0,67.7,759.7,8238.0,9269.0,2845.0,15.7,1665.0,4375.0,7460.0,5145.0,7455.0,205.0,7.0,50.0,70.0,785.0,1098,2016S05101098,59,British Columbia,Sooke,,4.0,6.6,00001
1099,Timmins,17.2,3835.0,66.9,1140.0,925.0,285.0,545.0,55.0,15070.0,1470.0,8892.0,45821.0,1675.0,740.0,5065.0,55.0,15.0,58.5,1535.0,18.57,8160.0,290.0,31399.0,7629.0,34482.0,2650.0,16580.0,63.5,1579.7,30485.0,29331.0,8965.0,15.6,4265.0,13745.0,24085.0,15875.0,24085.0,730.0,7.8,165.0,225.0,2210.0,1099,2016S05101099,35,Ontario,Timmins,,3.6,5.6,00000
1100,Porcupine,18.0,920.0,68.2,195.0,245.0,85.0,95.0,5.0,2580.0,315.0,8919.0,51941.0,330.0,160.0,980.0,0.0,10.0,64.3,300.0,3.23,930.0,55.0,36555.0,6104.0,40506.0,275.0,2410.0,69.7,1458.8,5218.0,4716.0,1745.0,8.9,675.0,2275.0,3735.0,2695.0,3735.0,150.0,8.1,30.0,30.0,425.0,1100,2016S05101100,35,Ontario,Porcupine,,4.3,6.4,00000
1102,Lively,18.3,1215.0,63.5,295.0,350.0,150.0,50.0,10.0,2895.0,230.0,7746.0,53402.0,590.0,135.0,1145.0,15.0,20.0,61.7,395.0,9.21,920.0,105.0,39840.0,6300.0,45373.0,185.0,2965.0,65.9,608.9,5584.0,5608.0,2190.0,4.4,605.0,2680.0,4470.0,2980.0,4470.0,95.0,6.1,60.0,25.0,790.0,1102,2016S05101102,35,Ontario,Lively,,3.8,5.6,00000
1105,Chatham - Douglastown,13.5,1315.0,60.9,450.0,190.0,65.0,125.0,50.0,5165.0,510.0,9739.0,36587.0,810.0,225.0,1600.0,20.0,0.0,47.5,610.0,24.72,2675.0,175.0,26978.0,9658.0,29347.0,575.0,7250.0,55.3,458.4,11443.0,11329.0,3320.0,19.6,1780.0,4375.0,9605.0,5675.0,9610.0,290.0,13.9,100.0,100.0,1110.0,1105,2016S05101105,13,New Brunswick,Chatham - Douglastown,,4.5,3.8,00000
1117,Summerland,11.9,1270.0,55.1,345.0,220.0,155.0,155.0,50.0,3775.0,410.0,9471.0,42057.0,545.0,280.0,1180.0,45.0,15.0,49.0,560.0,11.69,1310.0,205.0,28652.0,10003.0,31623.0,285.0,5210.0,53.1,748.1,8456.0,8742.0,2595.0,14.7,1150.0,3105.0,7180.0,4025.0,7175.0,135.0,7.7,60.0,120.0,880.0,1117,2016S05101117,59,British Columbia,Summerland,,6.9,6.7,00000
1121,Cornwall,20.1,680.0,64.6,125.0,50.0,35.0,20.0,5.0,1270.0,135.0,7952.0,40002.0,290.0,75.0,380.0,10.0,15.0,59.5,165.0,2.33,320.0,60.0,30816.0,6024.0,34893.0,55.0,1325.0,65.6,1057.1,2499.0,2460.0,920.0,14.3,275.0,1105.0,1955.0,1260.0,1950.0,60.0,9.0,10.0,30.0,375.0,1121,2016S05101121,11,Prince Edward Island,Cornwall,,4.8,8.1,00000
